id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
events_00272,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00272,organizer_address-00272,"Bozeman, MT",2024-11-03T19:53:00Z,2025-10-15T18:35:00Z,False,True,attendees-00272
events_00273,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00273,organizer_address-00273,"Kalispell, MT",2025-01-02T11:59:00Z,2026-01-04T23:56:00Z,False,False,attendees-00273
events_00274,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00274,organizer_address-00274,"West Glacier, MT",2024-11-28T11:51:00Z,2024-10-17T05:36:00Z,False,False,attendees-00274
events_00275,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00275,organizer_address-00275,"Bozeman, MT",2026-06-13T07:24:00Z,2026-06-05T10:30:00Z,False,True,attendees-00275
events_00276,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00276,organizer_address-00276,"West Glacier, MT",2026-02-07T13:40:00Z,2026-10-29T12:26:00Z,False,False,attendees-00276
events_00277,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00277,organizer_address-00277,"Whitefish, MT",2026-02-18T01:20:00Z,2024-11-07T02:03:00Z,True,False,attendees-00277
events_00278,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00278,organizer_address-00278,"Bozeman, MT",2026-06-12T22:25:00Z,2026-07-29T18:33:00Z,False,True,attendees-00278
events_00279,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00279,organizer_address-00279,"West Glacier, MT",2024-10-13T08:51:00Z,2026-02-17T03:45:00Z,True,True,attendees-00279
events_00280,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00280,organizer_address-00280,"West Glacier, MT",2026-09-16T15:57:00Z,2026-10-17T20:12:00Z,True,False,attendees-00280
events_00281,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00281,organizer_address-00281,"Bozeman, MT",2026-08-18T14:15:00Z,2026-10-23T20:26:00Z,False,False,attendees-00281
events_00282,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00282,organizer_address-00282,"Missoula, MT",2025-08-01T17:04:00Z,2026-05-31T19:47:00Z,False,False,attendees-00282
events_00283,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00283,organizer_address-00283,"Missoula, MT",2026-03-04T02:02:00Z,2025-07-23T02:50:00Z,False,False,attendees-00283
events_00284,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00284,organizer_address-00284,"Missoula, MT",2024-12-17T01:51:00Z,2026-03-02T05:53:00Z,False,True,attendees-00284
events_00285,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00285,organizer_address-00285,"Whitefish, MT",2024-11-14T23:40:00Z,2024-11-26T07:51:00Z,True,False,attendees-00285
events_00286,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00286,organizer_address-00286,"West Glacier, MT",2025-03-30T02:24:00Z,2024-11-25T06:07:00Z,True,True,attendees-00286
events_00287,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00287,organizer_address-00287,"Whitefish, MT",2024-10-25T00:43:00Z,2026-09-07T11:58:00Z,True,True,attendees-00287
events_00288,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00288,organizer_address-00288,"Kalispell, MT",2026-01-21T03:20:00Z,2025-06-05T09:07:00Z,True,True,attendees-00288
events_00289,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00289,organizer_address-00289,"West Glacier, MT",2026-01-31T18:44:00Z,2024-12-22T17:50:00Z,False,False,attendees-00289
events_00290,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00290,organizer_address-00290,"Kalispell, MT",2025-07-06T11:54:00Z,2026-02-13T14:00:00Z,False,True,attendees-00290
events_00291,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00291,organizer_address-00291,"West Glacier, MT",2026-02-21T00:22:00Z,2024-12-27T12:49:00Z,True,False,attendees-00291
events_00292,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00292,organizer_address-00292,"Kalispell, MT",2026-02-03T04:08:00Z,2025-12-06T03:00:00Z,False,False,attendees-00292
events_00293,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00293,organizer_address-00293,"Missoula, MT",2025-05-03T08:50:00Z,2024-09-11T14:05:00Z,False,True,attendees-00293
events_00294,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00294,organizer_address-00294,"Kalispell, MT",2025-06-22T02:29:00Z,2026-07-20T21:09:00Z,False,False,attendees-00294
events_00295,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00295,organizer_address-00295,"West Glacier, MT",2025-01-31T12:54:00Z,2024-12-10T10:56:00Z,False,False,attendees-00295
events_00296,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00296,organizer_address-00296,"Whitefish, MT",2026-03-08T17:42:00Z,2024-11-10T07:47:00Z,False,False,attendees-00296
events_00297,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00297,organizer_address-00297,"West Glacier, MT",2025-12-28T13:27:00Z,2025-04-16T11:13:00Z,False,True,attendees-00297
events_00298,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00298,organizer_address-00298,"Missoula, MT",2026-07-15T16:17:00Z,2025-06-16T15:22:00Z,False,False,attendees-00298
events_00299,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00299,organizer_address-00299,"West Glacier, MT",2025-05-08T00:11:00Z,2026-03-31T17:49:00Z,False,True,attendees-00299
events_00300,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00300,organizer_address-00300,"West Glacier, MT",2024-10-20T19:27:00Z,2026-10-14T17:01:00Z,True,False,attendees-00300
events_00301,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00301,organizer_address-00301,"Bozeman, MT",2026-04-22T10:09:00Z,2025-03-28T14:21:00Z,False,False,attendees-00301
events_00302,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00302,organizer_address-00302,"Kalispell, MT",2025-09-25T05:24:00Z,2025-11-06T00:50:00Z,False,True,attendees-00302
events_00303,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00303,organizer_address-00303,"West Glacier, MT",2026-03-12T12:30:00Z,2026-01-19T07:58:00Z,False,True,attendees-00303
events_00304,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00304,organizer_address-00304,"Whitefish, MT",2026-03-29T18:07:00Z,2025-09-19T05:42:00Z,False,False,attendees-00304
events_00305,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00305,organizer_address-00305,"Kalispell, MT",2026-02-06T20:43:00Z,2026-06-17T19:13:00Z,True,False,attendees-00305
events_00306,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00306,organizer_address-00306,"Whitefish, MT",2025-08-06T19:11:00Z,2025-08-13T22:54:00Z,True,False,attendees-00306
events_00307,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00307,organizer_address-00307,"Kalispell, MT",2024-10-22T16:57:00Z,2025-01-10T03:33:00Z,False,True,attendees-00307
events_00308,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00308,organizer_address-00308,"West Glacier, MT",2026-06-07T11:50:00Z,2025-07-31T09:29:00Z,False,True,attendees-00308
events_00309,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00309,organizer_address-00309,"Kalispell, MT",2026-08-04T16:47:00Z,2026-02-26T01:42:00Z,False,True,attendees-00309
events_00310,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00310,organizer_address-00310,"Kalispell, MT",2026-04-09T16:29:00Z,2026-07-07T13:06:00Z,False,False,attendees-00310
events_00311,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00311,organizer_address-00311,"Bozeman, MT",2026-01-13T21:08:00Z,2025-08-08T05:07:00Z,True,False,attendees-00311
events_00312,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00312,organizer_address-00312,"Kalispell, MT",2025-07-23T12:42:00Z,2026-03-26T15:31:00Z,False,False,attendees-00312
events_00313,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00313,organizer_address-00313,"West Glacier, MT",2025-02-10T19:50:00Z,2026-03-18T11:16:00Z,True,False,attendees-00313
events_00314,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00314,organizer_address-00314,"West Glacier, MT",2024-09-14T13:50:00Z,2026-02-12T11:33:00Z,True,True,attendees-00314
events_00315,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00315,organizer_address-00315,"West Glacier, MT",2026-04-03T01:57:00Z,2026-07-23T02:55:00Z,False,False,attendees-00315
events_00316,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00316,organizer_address-00316,"Bozeman, MT",2026-08-25T00:32:00Z,2026-07-23T19:22:00Z,False,False,attendees-00316
events_00317,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00317,organizer_address-00317,"West Glacier, MT",2025-09-19T05:31:00Z,2025-03-30T10:47:00Z,False,False,attendees-00317
events_00318,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00318,organizer_address-00318,"Whitefish, MT",2026-02-02T20:21:00Z,2025-09-07T21:04:00Z,False,False,attendees-00318
events_00319,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00319,organizer_address-00319,"Bozeman, MT",2025-08-30T12:40:00Z,2026-05-30T11:03:00Z,True,False,attendees-00319
events_00320,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00320,organizer_address-00320,"West Glacier, MT",2025-03-21T01:10:00Z,2024-09-24T02:50:00Z,False,True,attendees-00320
events_00321,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00321,organizer_address-00321,"West Glacier, MT",2026-07-10T21:54:00Z,2025-10-03T08:39:00Z,False,False,attendees-00321
events_00322,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00322,organizer_address-00322,"Kalispell, MT",2025-07-11T22:35:00Z,2026-01-23T08:49:00Z,True,False,attendees-00322
events_00323,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00323,organizer_address-00323,"Whitefish, MT",2025-09-01T11:22:00Z,2025-04-12T08:26:00Z,False,False,attendees-00323
events_00324,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00324,organizer_address-00324,"West Glacier, MT",2024-10-19T03:45:00Z,2025-06-09T12:41:00Z,False,False,attendees-00324
events_00325,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00325,organizer_address-00325,"Whitefish, MT",2025-03-30T16:21:00Z,2026-01-22T02:28:00Z,False,False,attendees-00325
events_00326,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00326,organizer_address-00326,"West Glacier, MT",2026-11-03T23:24:00Z,2026-10-16T12:17:00Z,True,True,attendees-00326
events_00327,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00327,organizer_address-00327,"Kalispell, MT",2025-08-08T18:22:00Z,2025-08-17T23:32:00Z,False,False,attendees-00327
events_00328,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00328,organizer_address-00328,"Missoula, MT",2025-04-16T10:51:00Z,2025-11-04T05:10:00Z,True,False,attendees-00328
events_00329,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00329,organizer_address-00329,"Missoula, MT",2025-10-21T10:50:00Z,2025-03-23T04:20:00Z,False,False,attendees-00329
events_00330,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00330,organizer_address-00330,"Bozeman, MT",2026-07-10T04:09:00Z,2026-02-28T22:33:00Z,False,False,attendees-00330
events_00331,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00331,organizer_address-00331,"Bozeman, MT",2025-02-11T22:02:00Z,2026-09-14T07:44:00Z,False,True,attendees-00331
events_00332,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00332,organizer_address-00332,"Kalispell, MT",2026-08-06T06:59:00Z,2025-08-11T01:59:00Z,False,True,attendees-00332
events_00333,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00333,organizer_address-00333,"West Glacier, MT",2026-03-03T07:23:00Z,2025-03-24T03:32:00Z,False,False,attendees-00333
