sys_id,number,short_description,description,state,priority,risk,type,assigned_to,requested_by,start_date,end_date
chg00000000000000000000000000208rt,CHG0011208,Cafeteria vendor rotation Q4 batch 208,"Routine facilities change 208: Cafeteria vendor rotation Q4 batch 208. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Moderate,Standard,IT Operations,Nadia Chen,2027-01-20 00:00:00,2027-01-23 00:00:00
chg00000000000000000000000000209rt,CHG0011209,Snow removal contract activation batch 209,"Routine facilities change 209: Snow removal contract activation batch 209. Standard operational work, no impact on the December 17 board sitting.",Assess,2 - High,Low,Standard,Custodial Lead,Nadia Chen,2026-12-20 00:00:00,2026-12-23 00:00:00
chg00000000000000000000000000210rt,CHG0011210,Gymnasium floor refinish batch 210,"Routine facilities change 210: Gymnasium floor refinish batch 210. Standard operational work, no impact on the December 17 board sitting.",Implement,3 - Moderate,Low,Standard,Custodial Lead,Simon Vasquez,2027-01-07 00:00:00,2027-01-08 00:00:00
chg00000000000000000000000000211rt,CHG0011211,AED unit annual inspection batch 211,"Routine facilities change 211: AED unit annual inspection batch 211. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,IT Operations,Omar Bauer,2027-01-10 00:00:00,2027-01-13 00:00:00
chg00000000000000000000000000212rt,CHG0011212,Wifi access point relocation Portable A batch 212,"Routine facilities change 212: Wifi access point relocation Portable A batch 212. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Facilities Coordinator,Simon Vasquez,2027-01-08 00:00:00,2027-01-11 00:00:00
chg00000000000000000000000000213rt,CHG0011213,Portable heater seasonal check batch 213,"Routine facilities change 213: Portable heater seasonal check batch 213. Standard operational work, no impact on the December 17 board sitting.",Review,3 - Moderate,Low,Standard,Facilities Coordinator,Diego Ivanov,2026-12-19 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000214rt,CHG0011214,Boiler seasonal service Main Building batch 214,"Routine facilities change 214: Boiler seasonal service Main Building batch 214. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2027-01-13 00:00:00,2027-01-16 00:00:00
chg00000000000000000000000000215rt,CHG0011215,Gymnasium floor refinish batch 215,"Routine facilities change 215: Gymnasium floor refinish batch 215. Standard operational work, no impact on the December 17 board sitting.",Review,3 - Moderate,Moderate,Standard,Facilities Coordinator,Grace Osei,2026-12-25 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000216rt,CHG0011216,Portable heater seasonal check batch 216,"Routine facilities change 216: Portable heater seasonal check batch 216. Standard operational work, no impact on the December 17 board sitting.",Authorize,2 - High,Moderate,Standard,Head of Building Services,Simon Vasquez,2026-12-18 00:00:00,2026-12-19 00:00:00
chg00000000000000000000000000217rt,CHG0011217,Guest wifi captive portal refresh batch 217,"Routine facilities change 217: Guest wifi captive portal refresh batch 217. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Custodial Lead,Owen Bianchi,2027-01-11 00:00:00,2027-01-13 00:00:00
chg00000000000000000000000000218rt,CHG0011218,Wifi access point relocation Portable A batch 218,"Routine facilities change 218: Wifi access point relocation Portable A batch 218. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Custodial Lead,Nadia Chen,2026-12-23 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000219rt,CHG0011219,Fire alarm annual test batch 219,"Routine facilities change 219: Fire alarm annual test batch 219. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Facilities Coordinator,Diego Ivanov,2026-12-18 00:00:00,2026-12-21 00:00:00
