response_id,submitted_date,channel,ward,language,respondent_type,corridor_referenced,sentiment,top_concern,secondary_concern,verbatim_snippet,reached_via,delivery_id_ref
RSP-100223,2026-07-08,sms_reply,Mile End,en,individual_resident,Saint_Denis,strong_support,accessibility,parking_loss,A protected lane on Saint Denis is long overdue,portal_search,SMS-0501277
RSP-100419,2026-07-08,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,bike_lane_safety,,I bike to work on Rachel every day and this will make it safer,social_share,EML-0502324
RSP-100621,2026-07-08,portal,Mile End,en,individual_resident,Mont_Royal,neutral,parking_loss,,Trees and benches will make this corridor liveable again,social_share,EML-0900113
RSP-100907,2026-07-08,email_form,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,support,bike_lane_safety,noise,Transit stops need to be redesigned for accessibility,social_share,SMS-0900961
RSP-101952,2026-07-08,portal,Plateau-Mont-Royal,es,individual_resident,Mont_Royal,strong_support,bike_lane_safety,noise,seguridad para los peatones es prioridad,reminder_email,EML-0502150
RSP-101966,2026-07-08,portal,Jeanne-Mance,fr,business_owner,Saint_Laurent_North,support,parking_loss,transit_frequency,Je marche cette rue tous les matins et une piste protegee change tout,reminder_sms,SMS-0500949
RSP-102119,2026-07-08,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,bike_lane_safety,delivery_access,Les taxis et le transport adapte doivent garder acces,portal_search,EML-0502165
RSP-102370,2026-07-08,community_meeting_signin,Plateau-Mont-Royal,en,community_group,Rachel,support,parking_loss,noise,I bike to work on Rachel every day and this will make it safer,portal_search,SMS-0501320
RSP-102492,2026-07-08,portal,Mile End,fr,business_owner,Saint_Denis,concern,transit_frequency,parking_loss,Il faut penser aux locataires deja fragiles sur le corridor,reminder_sms,EML-0900055
RSP-103190,2026-07-08,email_form,Plateau-Mont-Royal,en,business_owner,Saint_Denis,neutral,parking_loss,,A protected lane on Saint Denis is long overdue,walkup,SMS-0900922
RSP-100068,2026-07-09,portal,Jeanne-Mance,en,business_owner,Saint_Denis,neutral,enforcement,pedestrian_safety,Transit stops need to be redesigned for accessibility,reminder_email,
RSP-100647,2026-07-09,portal,Plateau-Mont-Royal,fr,advocacy_group,Mont_Royal,neutral,pedestrian_safety,delivery_access,Ma petite entreprise gagne quand le quartier est marchable,reminder_email,EML-0900307
RSP-101830,2026-07-09,portal,Jeanne-Mance,fr,advocacy_group,Saint_Laurent_North,support,snow_removal,,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0900433
RSP-102081,2026-07-09,email_form,Mile End,en,individual_resident,Mont_Royal,strong_support,bike_lane_safety,accessibility,The community meetings have been well organized and thoughtful,reminder_email,SMS-0500519
RSP-102309,2026-07-09,intercept_survey,Plateau-Mont-Royal,en,visitor,Rachel,support,enforcement,,My kids can finally walk to school without dodging cars,reminder_sms,SMS-0500239
RSP-102321,2026-07-09,intercept_survey,Milton-Parc,en,business_owner,Saint_Denis,support,delivery_access,bike_lane_safety,The community meetings have been well organized and thoughtful,meeting_flyer,SMS-0500882
RSP-103014,2026-07-09,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Multiple,concern,pedestrian_safety,transit_frequency,L hiver la piste devient inutilisable si le deneigement suit pas,walkup,SMS-0500374
RSP-103240,2026-07-09,intercept_survey,Mile End,fr,individual_resident,Rachel,support,parking_loss,delivery_access,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_email,EML-0502203
RSP-103392,2026-07-09,portal,Milton-Parc,en,individual_resident,Saint_Denis,concern,transit_frequency,,Delivery access on Saint Denis is critical please preserve morning windows,portal_search,SMS-0500363
RSP-103489,2026-07-09,portal,Mile End,en,individual_resident,Saint_Joseph,neutral,snow_removal,accessibility,The community meetings have been well organized and thoughtful,reminder_email,EML-0502502
RSP-100011,2026-07-10,intercept_survey,Mile End,fr,individual_resident,Rachel,support,transit_frequency,bike_lane_safety,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,meeting_flyer,SMS-0500889
RSP-100312,2026-07-10,portal,Plateau-Mont-Royal,fr,community_group,Saint_Laurent_North,concern,enforcement,parking_loss,La circulation va se deverser sur les rues residentielles,portal_search,SMS-0900330
RSP-100495,2026-07-10,sms_reply,Jeanne-Mance,fr,individual_resident,None,neutral,bike_lane_safety,accessibility,Je marche cette rue tous les matins et une piste protegee change tout,direct_link,SMS-0500891
RSP-100637,2026-07-10,sms_reply,Plateau-Mont-Royal,fr,community_group,None,neutral,pedestrian_safety,tree_canopy,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,SMS-0500175
RSP-100820,2026-07-10,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Laurent_North,strong_support,snow_removal,noise,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,social_share,EML-0900339
RSP-100821,2026-07-10,intercept_survey,Jeanne-Mance,fr,individual_resident,None,concern,bike_lane_safety,noise,Il faut penser aux locataires deja fragiles sur le corridor,meeting_flyer,SMS-0500087
RSP-101110,2026-07-10,intercept_survey,Mile End,fr,community_group,Mont_Royal,strong_support,enforcement,,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,EML-0502547
RSP-101364,2026-07-10,sms_reply,Plateau-Mont-Royal,en,resident_association,Saint_Laurent_North,strong_support,parking_loss,,The community meetings have been well organized and thoughtful,reminder_email,SMS-0500575
RSP-101477,2026-07-10,email_form,Milton-Parc,fr,individual_resident,Multiple,neutral,pedestrian_safety,noise,Un corridor cyclable continu sur Rachel c est vraiment attendu,walkup,SMS-0501501
RSP-101924,2026-07-10,portal,Plateau-Mont-Royal,en,individual_resident,Multiple,neutral,parking_loss,noise,My kids can finally walk to school without dodging cars,reminder_email,EML-0502563
RSP-102259,2026-07-10,portal,Plateau-Mont-Royal,fr,business_owner,None,support,snow_removal,enforcement,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,EML-0502008
RSP-102520,2026-07-10,portal,Plateau-Mont-Royal,ur,individual_resident,Multiple,support,transit_frequency,noise,hamein Urdu mein zyada information chahiye,portal_search,SMS-0500328
RSP-102826,2026-07-10,portal,Milton-Parc,fr,business_owner,Saint_Joseph,support,parking_loss,tree_canopy,Le nouveau design de l arret rendra le service beaucoup plus fiable,social_share,SMS-0900354
RSP-103159,2026-07-10,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,neutral,enforcement,,Je soutiens le projet meme si je perds ma place de stationnement,walkup,SMS-0500228
RSP-100286,2026-07-11,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,strong_opposition,parking_loss,,Les taxis et le transport adapte doivent garder acces,social_share,EML-0900234
RSP-100340,2026-07-11,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,snow_removal,noise,Les livraisons peuvent tres bien se faire tot le matin,social_share,EML-0501845
RSP-100414,2026-07-11,community_meeting_signin,Jeanne-Mance,fr,advocacy_group,Rachel,strong_opposition,transit_frequency,,L hiver la piste devient inutilisable si le deneigement suit pas,direct_link,
RSP-100719,2026-07-11,portal,Jeanne-Mance,fr,individual_resident,Rachel,neutral,accessibility,tree_canopy,Je soutiens le projet meme si je perds ma place de stationnement,reminder_email,EML-0900080
RSP-100805,2026-07-11,portal,Milton-Parc,ar,individual_resident,Mont_Royal,support,transit_frequency,noise,3adad al ashjar 3ala assharia3 mahdood,portal_search,SMS-0500700
RSP-100855,2026-07-11,portal,Plateau-Mont-Royal,en,individual_resident,Multiple,strong_opposition,enforcement,pedestrian_safety,Older residents on my block will not be able to reach services,reminder_email,SMS-0501503
RSP-101178,2026-07-11,community_meeting_signin,Milton-Parc,en,visitor,Rachel,neutral,pedestrian_safety,noise,Please keep the plan strong the neighbourhood needs this,social_share,EML-0502464
RSP-101387,2026-07-11,portal,Plateau-Mont-Royal,en,business_owner,Saint_Joseph,support,displacement_risk,,Trees and benches will make this corridor liveable again,direct_link,EML-0501738
RSP-101593,2026-07-11,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,neutral,bike_lane_safety,parking_loss,Les livraisons peuvent tres bien se faire tot le matin,reminder_email,SMS-0500401
RSP-101605,2026-07-11,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,delivery_access,displacement_risk,Ma petite entreprise gagne quand le quartier est marchable,social_share,SMS-0500486
RSP-101989,2026-07-11,intercept_survey,Plateau-Mont-Royal,en,community_group,Saint_Denis,concern,parking_loss,pedestrian_safety,Older residents on my block will not be able to reach services,reminder_email,EML-0501680
RSP-102042,2026-07-11,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Laurent_North,strong_support,parking_loss,,A protected lane on Saint Denis is long overdue,social_share,SMS-0500857
RSP-102072,2026-07-11,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,delivery_access,transit_frequency,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_email,SMS-0900460
RSP-102266,2026-07-11,portal,Plateau-Mont-Royal,es,business_owner,Saint_Denis,concern,noise,,las ventanas de entrega en la manana son importantes,social_share,SMS-0500070
RSP-102353,2026-07-11,portal,Milton-Parc,fr,individual_resident,Mont_Royal,support,pedestrian_safety,displacement_risk,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,EML-0501702
RSP-102360,2026-07-11,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,tree_canopy,bike_lane_safety,Je soutiens le projet meme si je perds ma place de stationnement,reminder_email,SMS-0500485
RSP-102810,2026-07-11,portal,Plateau-Mont-Royal,vi,resident_association,Rachel,neutral,parking_loss,accessibility,cho phep giao hang buoi sang la can thiet,walkup,SMS-0500143
RSP-102858,2026-07-11,intercept_survey,Plateau-Mont-Royal,fr,resident_association,Saint_Laurent_North,concern,pedestrian_safety,,Nous avons besoin d une fenetre de livraison entre 7h et 10h,walkup,SMS-0900579
RSP-102891,2026-07-11,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Rachel,strong_support,displacement_risk,enforcement,Je soutiens le projet meme si je perds ma place de stationnement,reminder_email,SMS-0900809
RSP-103079,2026-07-11,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,strong_opposition,enforcement,accessibility,Older residents on my block will not be able to reach services,meeting_flyer,EML-0502095
RSP-103445,2026-07-11,portal,Mile End,fr,individual_resident,Saint_Denis,concern,pedestrian_safety,transit_frequency,Le bruit des terrasses jusque tard le soir est deja un enjeu,meeting_flyer,
RSP-100092,2026-07-12,portal,Plateau-Mont-Royal,en,advocacy_group,Mont_Royal,neutral,tree_canopy,enforcement,Trees and benches will make this corridor liveable again,reminder_sms,
RSP-100296,2026-07-12,community_meeting_signin,Mile End,en,individual_resident,Multiple,strong_support,delivery_access,enforcement,The community meetings have been well organized and thoughtful,reminder_sms,SMS-0900757
RSP-100372,2026-07-12,email_form,Plateau-Mont-Royal,bn,community_group,Multiple,strong_opposition,displacement_risk,pedestrian_safety,school er kache safety khub joruri,portal_search,EML-0502364
RSP-100499,2026-07-12,sms_reply,Jeanne-Mance,fr,individual_resident,Mont_Royal,strong_support,transit_frequency,,Le nouveau design de l arret rendra le service beaucoup plus fiable,walkup,EML-0502656
RSP-100605,2026-07-12,portal,Mile End,fr,community_group,Mont_Royal,support,accessibility,enforcement,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,EML-0501934
RSP-102464,2026-07-12,community_meeting_signin,Mile End,fr,individual_resident,Rachel,neutral,pedestrian_safety,parking_loss,Un corridor cyclable continu sur Rachel c est vraiment attendu,social_share,
RSP-102645,2026-07-12,intercept_survey,Mile End,bn,individual_resident,Mont_Royal,concern,parking_loss,noise,amra chai bike lane hoke kintu shopkeeper der kotha shunun,reminder_email,SMS-0500914
RSP-102953,2026-07-12,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_support,tree_canopy,transit_frequency,Les livraisons peuvent tres bien se faire tot le matin,walkup,EML-0501802
RSP-103021,2026-07-12,portal,Mile End,fr,business_owner,Rachel,concern,enforcement,snow_removal,Le bruit des terrasses jusque tard le soir est deja un enjeu,portal_search,EML-0502167
RSP-100392,2026-07-13,intercept_survey,Mile End,fr,individual_resident,Saint_Denis,neutral,bike_lane_safety,delivery_access,Les enfants pourront enfin traverser Mont Royal sans stress,direct_link,EML-0900646
RSP-100403,2026-07-13,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,noise,transit_frequency,Noise from patios and cyclists after hours is a real concern,direct_link,SMS-0900656
RSP-101008,2026-07-13,intercept_survey,Jeanne-Mance,fr,individual_resident,Saint_Denis,support,parking_loss,snow_removal,Je marche cette rue tous les matins et une piste protegee change tout,social_share,SMS-0500923
RSP-101121,2026-07-13,intercept_survey,Plateau-Mont-Royal,vi,individual_resident,Mont_Royal,support,bike_lane_safety,transit_frequency,cho phep giao hang buoi sang la can thiet,reminder_email,SMS-0500292
RSP-101451,2026-07-13,email_form,Jeanne-Mance,fr,business_owner,Mont_Royal,strong_opposition,pedestrian_safety,transit_frequency,Nous avons besoin d une fenetre de livraison entre 7h et 10h,reminder_email,SMS-0500012
RSP-101514,2026-07-13,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Multiple,concern,transit_frequency,,Nous avons besoin d une fenetre de livraison entre 7h et 10h,direct_link,
RSP-101823,2026-07-13,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Joseph,neutral,transit_frequency,,Ma petite entreprise gagne quand le quartier est marchable,portal_search,SMS-0900814
RSP-101862,2026-07-13,intercept_survey,Milton-Parc,en,business_owner,Multiple,neutral,delivery_access,,Trees and benches will make this corridor liveable again,portal_search,SMS-0500333
RSP-102056,2026-07-13,portal,Milton-Parc,en,advocacy_group,Saint_Denis,strong_support,bike_lane_safety,,Trees and benches will make this corridor liveable again,meeting_flyer,EML-0501708
RSP-102513,2026-07-13,intercept_survey,Mile End,fr,business_owner,Saint_Denis,concern,bike_lane_safety,snow_removal,La circulation va se deverser sur les rues residentielles,social_share,SMS-0500877
RSP-102818,2026-07-13,portal,Mile End,fr,advocacy_group,Saint_Joseph,strong_opposition,enforcement,,La circulation va se deverser sur les rues residentielles,direct_link,EML-0501763
RSP-102868,2026-07-13,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,concern,accessibility,transit_frequency,Il faut penser aux locataires deja fragiles sur le corridor,reminder_sms,SMS-0500883
RSP-102951,2026-07-13,portal,Mile End,en,business_owner,Saint_Denis,strong_support,snow_removal,,A protected lane on Saint Denis is long overdue,reminder_email,SMS-0501032
RSP-103099,2026-07-13,intercept_survey,Plateau-Mont-Royal,fr,resident_association,Saint_Denis,support,snow_removal,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_sms,EML-0502350
RSP-103162,2026-07-13,intercept_survey,Mile End,en,business_owner,Multiple,strong_support,tree_canopy,bike_lane_safety,A protected lane on Saint Denis is long overdue,walkup,EML-0501620
RSP-103172,2026-07-13,community_meeting_signin,Mile End,fr,individual_resident,Saint_Denis,concern,snow_removal,accessibility,Les taxis et le transport adapte doivent garder acces,walkup,SMS-0500452
RSP-103290,2026-07-13,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,support,bike_lane_safety,enforcement,A protected lane on Saint Denis is long overdue,portal_search,SMS-0500117
RSP-100078,2026-07-14,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,support,accessibility,snow_removal,As a small business owner I welcome slower traffic and more foot traffic,direct_link,EML-0501825
RSP-100455,2026-07-14,portal,Milton-Parc,fr,community_group,Rachel,neutral,noise,enforcement,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,EML-0501902
RSP-100481,2026-07-14,sms_reply,Mile End,fr,individual_resident,Saint_Denis,neutral,noise,parking_loss,Ma petite entreprise gagne quand le quartier est marchable,walkup,SMS-0500559
RSP-100688,2026-07-14,sms_reply,Mile End,ar,individual_resident,Saint_Denis,strong_support,pedestrian_safety,displacement_risk,nahtaj ila mazid min alma3loomat bil arabia,meeting_flyer,SMS-0501204
RSP-100869,2026-07-14,sms_reply,Mile End,fr,business_owner,Saint_Denis,concern,parking_loss,noise,Les taxis et le transport adapte doivent garder acces,meeting_flyer,EML-0502327
RSP-101164,2026-07-14,portal,Jeanne-Mance,en,individual_resident,Saint_Laurent_North,support,transit_frequency,displacement_risk,My kids can finally walk to school without dodging cars,meeting_flyer,EML-0502360
RSP-101277,2026-07-14,portal,Milton-Parc,es,business_owner,Saint_Denis,neutral,parking_loss,,las ventanas de entrega en la manana son importantes,reminder_email,SMS-0500447
RSP-101661,2026-07-14,portal,Mile End,en,business_owner,Saint_Denis,strong_opposition,noise,snow_removal,Enforcement of no parking zones is inconsistent in my experience,portal_search,
RSP-101974,2026-07-14,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,support,pedestrian_safety,accessibility,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,social_share,SMS-0500486
RSP-102049,2026-07-14,sms_reply,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,pedestrian_safety,,Please keep the plan strong the neighbourhood needs this,meeting_flyer,SMS-0500747
RSP-102155,2026-07-14,intercept_survey,Mile End,fr,business_owner,Saint_Denis,support,displacement_risk,enforcement,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,walkup,SMS-0900649
RSP-102557,2026-07-14,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,concern,transit_frequency,pedestrian_safety,Pedestrian safety at the Mont Royal intersection is not addressed enough,walkup,EML-0900528
RSP-102611,2026-07-14,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,parking_loss,enforcement,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_sms,EML-0502086
RSP-103078,2026-07-14,sms_reply,Jeanne-Mance,fr,visitor,Mont_Royal,neutral,bike_lane_safety,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_sms,EML-0900895
RSP-103462,2026-07-14,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,neutral,pedestrian_safety,,Transit stops need to be redesigned for accessibility,meeting_flyer,EML-0900118
RSP-100243,2026-07-15,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Laurent_North,strong_support,parking_loss,noise,Les livraisons peuvent tres bien se faire tot le matin,social_share,EML-0501537
RSP-100376,2026-07-15,intercept_survey,Milton-Parc,bn,individual_resident,Mont_Royal,neutral,bike_lane_safety,displacement_risk,amra chai bike lane hoke kintu shopkeeper der kotha shunun,reminder_sms,SMS-0900517
RSP-100649,2026-07-15,portal,Mile End,fr,individual_resident,Multiple,support,parking_loss,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_sms,SMS-0500629
RSP-101336,2026-07-15,portal,Plateau-Mont-Royal,en,individual_resident,Multiple,strong_opposition,transit_frequency,,Loss of parking will hurt my customers who drive in,walkup,EML-0501999
RSP-101636,2026-07-15,portal,Plateau-Mont-Royal,en,business_owner,Saint_Laurent_North,support,snow_removal,transit_frequency,The community meetings have been well organized and thoughtful,reminder_sms,SMS-0900069
RSP-102295,2026-07-15,community_meeting_signin,Milton-Parc,fr,individual_resident,None,neutral,bike_lane_safety,accessibility,Les livraisons peuvent tres bien se faire tot le matin,walkup,SMS-0500326
RSP-102426,2026-07-15,sms_reply,Plateau-Mont-Royal,fr,resident_association,Saint_Laurent_North,strong_opposition,accessibility,transit_frequency,L hiver la piste devient inutilisable si le deneigement suit pas,meeting_flyer,EML-0900914
RSP-102847,2026-07-15,portal,Mile End,en,individual_resident,Rachel,neutral,pedestrian_safety,parking_loss,A protected lane on Saint Denis is long overdue,portal_search,SMS-0900326
RSP-103121,2026-07-15,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,bike_lane_safety,,Je soutiens le projet meme si je perds ma place de stationnement,walkup,EML-0900478
RSP-103267,2026-07-15,intercept_survey,Plateau-Mont-Royal,fr,community_group,Saint_Denis,neutral,enforcement,,Je marche cette rue tous les matins et une piste protegee change tout,reminder_email,EML-0502352
RSP-103511,2026-07-15,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,accessibility,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,EML-0502444
RSP-100310,2026-07-16,sms_reply,Mile End,en,business_owner,Saint_Denis,neutral,noise,delivery_access,My kids can finally walk to school without dodging cars,reminder_sms,EML-0502680
RSP-100528,2026-07-16,intercept_survey,Milton-Parc,en,advocacy_group,Multiple,strong_support,pedestrian_safety,parking_loss,Trees and benches will make this corridor liveable again,meeting_flyer,EML-0900494
RSP-100641,2026-07-16,sms_reply,Plateau-Mont-Royal,fr,advocacy_group,Saint_Denis,strong_support,accessibility,delivery_access,Le nouveau design de l arret rendra le service beaucoup plus fiable,social_share,EML-0900813
RSP-100822,2026-07-16,portal,Plateau-Mont-Royal,fr,business_owner,Mont_Royal,concern,parking_loss,pedestrian_safety,Je crains les impacts sur mon commerce si les livraisons sont bloquees,walkup,EML-0502606
RSP-100830,2026-07-16,portal,Jeanne-Mance,en,business_owner,Saint_Denis,strong_opposition,tree_canopy,snow_removal,Older residents on my block will not be able to reach services,walkup,SMS-0501025
RSP-100981,2026-07-16,portal,Mile End,ar,advocacy_group,Rachel,support,pedestrian_safety,accessibility,yajib al hifadh 3ala waqt taslim assabahi,walkup,EML-0502292
RSP-101092,2026-07-16,email_form,Milton-Parc,fr,individual_resident,Saint_Denis,concern,accessibility,,Le bruit des terrasses jusque tard le soir est deja un enjeu,reminder_email,SMS-0500499
RSP-101172,2026-07-16,sms_reply,Mile End,fr,individual_resident,None,support,pedestrian_safety,noise,Ma petite entreprise gagne quand le quartier est marchable,walkup,SMS-0501463
RSP-101231,2026-07-16,portal,Jeanne-Mance,fr,visitor,Saint_Laurent_North,neutral,pedestrian_safety,noise,Je marche cette rue tous les matins et une piste protegee change tout,portal_search,SMS-0500657
RSP-101621,2026-07-16,portal,Milton-Parc,en,individual_resident,Saint_Denis,strong_opposition,delivery_access,accessibility,Delivery access on Saint Denis is critical please preserve morning windows,social_share,SMS-0500213
RSP-101814,2026-07-16,sms_reply,Jeanne-Mance,en,business_owner,Saint_Denis,concern,parking_loss,,Noise from patios and cyclists after hours is a real concern,walkup,EML-0502601
RSP-102515,2026-07-16,community_meeting_signin,Mile End,es,advocacy_group,Rachel,strong_support,displacement_risk,transit_frequency,necesitamos mas informacion en espanol,portal_search,EML-0502144
RSP-102568,2026-07-16,portal,Mile End,fr,individual_resident,Saint_Denis,support,accessibility,transit_frequency,Je marche cette rue tous les matins et une piste protegee change tout,walkup,EML-0502205
RSP-102600,2026-07-16,portal,Plateau-Mont-Royal,ar,individual_resident,Mont_Royal,support,tree_canopy,,nahtaj ila mazid min alma3loomat bil arabia,portal_search,SMS-0500149
RSP-102742,2026-07-16,email_form,Plateau-Mont-Royal,en,resident_association,Saint_Denis,support,parking_loss,tree_canopy,Trees and benches will make this corridor liveable again,social_share,EML-0900943
RSP-103214,2026-07-16,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,strong_support,bike_lane_safety,,Le nouveau design de l arret rendra le service beaucoup plus fiable,walkup,SMS-0900604
RSP-103430,2026-07-16,intercept_survey,Plateau-Mont-Royal,en,visitor,Multiple,strong_support,transit_frequency,delivery_access,My kids can finally walk to school without dodging cars,direct_link,SMS-0900570
RSP-103498,2026-07-16,portal,Plateau-Mont-Royal,en,individual_resident,Rachel,support,parking_loss,,My kids can finally walk to school without dodging cars,reminder_sms,SMS-0900316
RSP-100389,2026-07-17,portal,Plateau-Mont-Royal,fr,business_owner,Mont_Royal,support,snow_removal,noise,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,portal_search,EML-0502362
RSP-100534,2026-07-17,intercept_survey,Jeanne-Mance,fr,advocacy_group,Mont_Royal,support,pedestrian_safety,,Les enfants pourront enfin traverser Mont Royal sans stress,direct_link,SMS-0500832
RSP-100873,2026-07-17,portal,Mile End,fr,individual_resident,Multiple,strong_support,tree_canopy,,Un corridor cyclable continu sur Rachel c est vraiment attendu,portal_search,
RSP-101021,2026-07-17,sms_reply,Jeanne-Mance,en,visitor,Rachel,strong_opposition,bike_lane_safety,enforcement,Older residents on my block will not be able to reach services,direct_link,EML-0900828
RSP-101159,2026-07-17,community_meeting_signin,Plateau-Mont-Royal,en,business_owner,Saint_Denis,support,enforcement,pedestrian_safety,The community meetings have been well organized and thoughtful,reminder_sms,
RSP-101802,2026-07-17,portal,Jeanne-Mance,fr,business_owner,Saint_Laurent_North,strong_opposition,delivery_access,parking_loss,La circulation va se deverser sur les rues residentielles,reminder_email,
RSP-101847,2026-07-17,portal,Plateau-Mont-Royal,ar,individual_resident,Saint_Joseph,strong_support,transit_frequency,delivery_access,yajib al hifadh 3ala waqt taslim assabahi,walkup,EML-0502276
RSP-101995,2026-07-17,portal,Plateau-Mont-Royal,fr,business_owner,Rachel,concern,pedestrian_safety,,Il faut penser aux locataires deja fragiles sur le corridor,social_share,EML-0502136
RSP-102045,2026-07-17,portal,Plateau-Mont-Royal,ar,individual_resident,Multiple,neutral,delivery_access,enforcement,nahtaj ila mazid min alma3loomat bil arabia,reminder_sms,SMS-0900191
RSP-102195,2026-07-17,sms_reply,Plateau-Mont-Royal,en,visitor,Saint_Denis,concern,pedestrian_safety,,Pedestrian safety at the Mont Royal intersection is not addressed enough,social_share,EML-0502631
RSP-102221,2026-07-17,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,pedestrian_safety,,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0900387
RSP-102273,2026-07-17,intercept_survey,Milton-Parc,en,business_owner,Saint_Denis,strong_opposition,tree_canopy,,Loss of parking will hurt my customers who drive in,social_share,EML-0501762
RSP-102396,2026-07-17,portal,Mile End,fr,community_group,Mont_Royal,neutral,noise,,Je soutiens le projet meme si je perds ma place de stationnement,social_share,SMS-0501084
RSP-102435,2026-07-17,intercept_survey,Plateau-Mont-Royal,fr,resident_association,Saint_Denis,concern,noise,parking_loss,L hiver la piste devient inutilisable si le deneigement suit pas,social_share,SMS-0500466
RSP-102618,2026-07-17,intercept_survey,Mile End,fr,individual_resident,Saint_Joseph,neutral,accessibility,displacement_risk,Je soutiens le projet meme si je perds ma place de stationnement,reminder_email,SMS-0900582
RSP-102846,2026-07-17,portal,Mile End,fr,advocacy_group,Saint_Joseph,neutral,delivery_access,,Un corridor cyclable continu sur Rachel c est vraiment attendu,social_share,SMS-0500211
RSP-103138,2026-07-17,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,accessibility,parking_loss,Nous avons besoin d une fenetre de livraison entre 7h et 10h,reminder_sms,SMS-0500140
RSP-103431,2026-07-17,intercept_survey,Milton-Parc,en,individual_resident,Saint_Denis,strong_opposition,pedestrian_safety,tree_canopy,Traffic will push into residential side streets that are already busy,walkup,SMS-0500407
RSP-100244,2026-07-18,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,concern,pedestrian_safety,bike_lane_safety,Enforcement of no parking zones is inconsistent in my experience,walkup,SMS-0900793
RSP-100266,2026-07-18,community_meeting_signin,Mile End,fr,individual_resident,Saint_Joseph,neutral,accessibility,delivery_access,Ma petite entreprise gagne quand le quartier est marchable,reminder_email,SMS-0500688
RSP-100428,2026-07-18,portal,Mile End,en,visitor,Saint_Joseph,neutral,bike_lane_safety,,My kids can finally walk to school without dodging cars,meeting_flyer,SMS-0501336
RSP-100708,2026-07-18,intercept_survey,Jeanne-Mance,fr,business_owner,Multiple,support,parking_loss,tree_canopy,Je soutiens le projet meme si je perds ma place de stationnement,meeting_flyer,
