id,title,organizationId,location,workplaceType,employmentType,seniority,keywords,postedAt,applicants,description
jobs_00213,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00213,"Kalispell, MT",workplacetype-00213,employmenttype-00213,seniority-00213,family|safety,2026-02-24T21:55:00Z,119,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00214,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00214,"Kalispell, MT",workplacetype-00214,employmenttype-00214,seniority-00214,gear|trail,2025-03-21T05:49:00Z,91,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00215,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00215,"Kalispell, MT",workplacetype-00215,employmenttype-00215,seniority-00215,safety|interp,2026-01-18T13:54:00Z,64,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00216,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00216,"West Glacier, MT",workplacetype-00216,employmenttype-00216,seniority-00216,interp|ranger,2025-01-30T03:47:00Z,173,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00217,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00217,"Kalispell, MT",workplacetype-00217,employmenttype-00217,seniority-00217,glacier|interp,2026-08-05T07:24:00Z,90,Post-season interpretive review — evening astronomy programs held attention.
jobs_00218,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00218,"Missoula, MT",workplacetype-00218,employmenttype-00218,seniority-00218,ranger|photography,2026-08-24T09:02:00Z,89,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00219,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00219,"Missoula, MT",workplacetype-00219,employmenttype-00219,seniority-00219,glacier|gear,2026-02-07T11:35:00Z,207,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00220,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00220,"Missoula, MT",workplacetype-00220,employmenttype-00220,seniority-00220,backcountry|family,2026-08-03T05:41:00Z,13,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00221,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00221,"Kalispell, MT",workplacetype-00221,employmenttype-00221,seniority-00221,ranger|trail,2026-02-28T04:33:00Z,379,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00222,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00222,"Missoula, MT",workplacetype-00222,employmenttype-00222,seniority-00222,glacier|safety,2026-09-23T17:29:00Z,37,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00223,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00223,"Kalispell, MT",workplacetype-00223,employmenttype-00223,seniority-00223,glacier|photography,2024-09-14T12:01:00Z,226,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00224,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00224,"Missoula, MT",workplacetype-00224,employmenttype-00224,seniority-00224,winter|ranger,2024-11-27T15:05:00Z,339,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00225,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00225,"Missoula, MT",workplacetype-00225,employmenttype-00225,seniority-00225,interp|safety,2026-08-12T13:53:00Z,368,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00226,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00226,"Kalispell, MT",workplacetype-00226,employmenttype-00226,seniority-00226,glacier|family,2025-01-11T06:36:00Z,304,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00227,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00227,"Whitefish, MT",workplacetype-00227,employmenttype-00227,seniority-00227,glacier|interp,2025-07-02T07:14:00Z,352,Post-season interpretive review — evening astronomy programs held attention.
jobs_00228,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00228,"Whitefish, MT",workplacetype-00228,employmenttype-00228,seniority-00228,backcountry|ranger,2026-10-17T07:31:00Z,105,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00229,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00229,"Missoula, MT",workplacetype-00229,employmenttype-00229,seniority-00229,trail|interp,2026-02-15T15:43:00Z,367,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00230,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00230,"Whitefish, MT",workplacetype-00230,employmenttype-00230,seniority-00230,photography|gear,2026-03-21T08:59:00Z,282,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00231,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00231,"Kalispell, MT",workplacetype-00231,employmenttype-00231,seniority-00231,family|gear,2025-05-06T19:28:00Z,486,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00232,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00232,"Missoula, MT",workplacetype-00232,employmenttype-00232,seniority-00232,trail|ranger,2026-07-23T06:04:00Z,425,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00233,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00233,"West Glacier, MT",workplacetype-00233,employmenttype-00233,seniority-00233,photography|backcountry,2025-10-01T01:25:00Z,467,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00234,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00234,"Kalispell, MT",workplacetype-00234,employmenttype-00234,seniority-00234,gear|ranger,2024-12-19T06:12:00Z,197,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00235,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00235,"Kalispell, MT",workplacetype-00235,employmenttype-00235,seniority-00235,safety|gear,2025-12-22T09:53:00Z,321,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00236,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00236,"Whitefish, MT",workplacetype-00236,employmenttype-00236,seniority-00236,interp|trail,2024-11-23T14:19:00Z,192,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00237,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00237,"West Glacier, MT",workplacetype-00237,employmenttype-00237,seniority-00237,safety|interp,2025-02-01T14:27:00Z,402,Post-season interpretive review — evening astronomy programs held attention.
jobs_00238,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00238,"Missoula, MT",workplacetype-00238,employmenttype-00238,seniority-00238,gear|glacier,2026-07-25T09:19:00Z,344,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00239,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00239,"Kalispell, MT",workplacetype-00239,employmenttype-00239,seniority-00239,photography|gear,2025-08-09T01:39:00Z,34,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00240,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00240,"Whitefish, MT",workplacetype-00240,employmenttype-00240,seniority-00240,glacier|photography,2025-05-14T04:50:00Z,279,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00241,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00241,"Whitefish, MT",workplacetype-00241,employmenttype-00241,seniority-00241,interp|gear,2026-11-05T15:33:00Z,155,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00242,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00242,"Kalispell, MT",workplacetype-00242,employmenttype-00242,seniority-00242,family|interp,2025-06-09T17:29:00Z,155,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00243,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00243,"Whitefish, MT",workplacetype-00243,employmenttype-00243,seniority-00243,winter|photography,2025-04-03T16:21:00Z,499,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00244,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00244,"Whitefish, MT",workplacetype-00244,employmenttype-00244,seniority-00244,glacier|gear,2025-02-09T13:01:00Z,65,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00245,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00245,"Bozeman, MT",workplacetype-00245,employmenttype-00245,seniority-00245,glacier|interp,2026-03-01T03:34:00Z,120,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00246,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00246,"Kalispell, MT",workplacetype-00246,employmenttype-00246,seniority-00246,ranger|backcountry,2026-06-13T01:35:00Z,160,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00247,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00247,"Whitefish, MT",workplacetype-00247,employmenttype-00247,seniority-00247,winter|interp,2025-10-01T17:34:00Z,369,Post-season interpretive review — evening astronomy programs held attention.
jobs_00248,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00248,"Whitefish, MT",workplacetype-00248,employmenttype-00248,seniority-00248,trail|glacier,2024-12-17T23:09:00Z,398,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00249,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00249,"Missoula, MT",workplacetype-00249,employmenttype-00249,seniority-00249,backcountry|family,2025-07-13T16:20:00Z,106,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00250,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00250,"West Glacier, MT",workplacetype-00250,employmenttype-00250,seniority-00250,winter|gear,2026-03-28T17:19:00Z,383,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00251,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00251,"West Glacier, MT",workplacetype-00251,employmenttype-00251,seniority-00251,interp|ranger,2025-11-22T00:55:00Z,99,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00252,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00252,"Bozeman, MT",workplacetype-00252,employmenttype-00252,seniority-00252,trail|glacier,2025-04-17T16:13:00Z,42,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00253,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00253,"West Glacier, MT",workplacetype-00253,employmenttype-00253,seniority-00253,family|winter,2026-01-29T01:00:00Z,307,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00254,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00254,"Bozeman, MT",workplacetype-00254,employmenttype-00254,seniority-00254,winter|family,2024-10-08T11:49:00Z,471,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00255,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00255,"West Glacier, MT",workplacetype-00255,employmenttype-00255,seniority-00255,safety|trail,2025-03-07T09:44:00Z,329,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00256,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00256,"Whitefish, MT",workplacetype-00256,employmenttype-00256,seniority-00256,gear|interp,2024-12-26T04:38:00Z,296,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00257,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00257,"West Glacier, MT",workplacetype-00257,employmenttype-00257,seniority-00257,gear|backcountry,2026-04-16T23:39:00Z,479,Post-season interpretive review — evening astronomy programs held attention.
jobs_00258,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00258,"West Glacier, MT",workplacetype-00258,employmenttype-00258,seniority-00258,backcountry|photography,2025-06-20T03:30:00Z,294,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00259,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00259,"Bozeman, MT",workplacetype-00259,employmenttype-00259,seniority-00259,interp|glacier,2025-05-14T00:16:00Z,279,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00260,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00260,"West Glacier, MT",workplacetype-00260,employmenttype-00260,seniority-00260,backcountry|glacier,2026-10-26T22:44:00Z,381,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00261,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00261,"Whitefish, MT",workplacetype-00261,employmenttype-00261,seniority-00261,winter|family,2025-06-28T20:50:00Z,80,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00262,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00262,"Bozeman, MT",workplacetype-00262,employmenttype-00262,seniority-00262,family|gear,2025-06-29T03:52:00Z,303,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00263,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00263,"Missoula, MT",workplacetype-00263,employmenttype-00263,seniority-00263,ranger|glacier,2025-11-23T18:33:00Z,284,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00264,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00264,"Missoula, MT",workplacetype-00264,employmenttype-00264,seniority-00264,photography|winter,2024-11-05T20:09:00Z,122,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00265,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00265,"West Glacier, MT",workplacetype-00265,employmenttype-00265,seniority-00265,interp|photography,2024-10-28T03:51:00Z,206,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00266,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00266,"Missoula, MT",workplacetype-00266,employmenttype-00266,seniority-00266,gear|photography,2026-06-26T02:46:00Z,340,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00267,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00267,"Kalispell, MT",workplacetype-00267,employmenttype-00267,seniority-00267,glacier|family,2026-01-13T18:32:00Z,50,Post-season interpretive review — evening astronomy programs held attention.
jobs_00268,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00268,"Missoula, MT",workplacetype-00268,employmenttype-00268,seniority-00268,photography|interp,2026-06-20T13:38:00Z,27,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00269,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00269,"Kalispell, MT",workplacetype-00269,employmenttype-00269,seniority-00269,backcountry|glacier,2026-04-16T02:53:00Z,228,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00270,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00270,"Bozeman, MT",workplacetype-00270,employmenttype-00270,seniority-00270,interp|photography,2026-05-14T21:24:00Z,184,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00271,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00271,"Kalispell, MT",workplacetype-00271,employmenttype-00271,seniority-00271,interp|family,2026-07-12T04:55:00Z,423,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00272,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00272,"Whitefish, MT",workplacetype-00272,employmenttype-00272,seniority-00272,interp|winter,2026-02-24T04:05:00Z,185,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00273,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00273,"Whitefish, MT",workplacetype-00273,employmenttype-00273,seniority-00273,winter|glacier,2024-10-19T21:58:00Z,319,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00274,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00274,"West Glacier, MT",workplacetype-00274,employmenttype-00274,seniority-00274,gear|family,2025-02-17T18:01:00Z,263,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00275,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00275,"Whitefish, MT",workplacetype-00275,employmenttype-00275,seniority-00275,gear|ranger,2026-01-02T10:31:00Z,342,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00276,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00276,"West Glacier, MT",workplacetype-00276,employmenttype-00276,seniority-00276,photography|winter,2024-09-17T04:35:00Z,356,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00277,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00277,"Whitefish, MT",workplacetype-00277,employmenttype-00277,seniority-00277,photography|family,2026-10-29T08:45:00Z,352,Post-season interpretive review — evening astronomy programs held attention.
jobs_00278,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00278,"Kalispell, MT",workplacetype-00278,employmenttype-00278,seniority-00278,safety|glacier,2026-09-20T16:52:00Z,164,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00279,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00279,"Missoula, MT",workplacetype-00279,employmenttype-00279,seniority-00279,trail|photography,2025-12-23T06:26:00Z,153,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00280,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00280,"Whitefish, MT",workplacetype-00280,employmenttype-00280,seniority-00280,family|glacier,2026-09-25T11:49:00Z,437,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00281,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00281,"Bozeman, MT",workplacetype-00281,employmenttype-00281,seniority-00281,photography|winter,2025-03-14T22:13:00Z,125,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00282,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00282,"Bozeman, MT",workplacetype-00282,employmenttype-00282,seniority-00282,ranger|winter,2026-10-16T15:48:00Z,390,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00283,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00283,"Kalispell, MT",workplacetype-00283,employmenttype-00283,seniority-00283,family|photography,2026-08-14T00:15:00Z,489,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00284,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00284,"Bozeman, MT",workplacetype-00284,employmenttype-00284,seniority-00284,family|photography,2025-02-21T00:47:00Z,479,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00285,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00285,"Whitefish, MT",workplacetype-00285,employmenttype-00285,seniority-00285,photography|family,2025-06-03T01:20:00Z,89,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00286,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00286,"Missoula, MT",workplacetype-00286,employmenttype-00286,seniority-00286,interp|winter,2026-01-06T07:28:00Z,78,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00287,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00287,"Bozeman, MT",workplacetype-00287,employmenttype-00287,seniority-00287,ranger|family,2025-08-13T16:43:00Z,409,Post-season interpretive review — evening astronomy programs held attention.
jobs_00288,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00288,"Whitefish, MT",workplacetype-00288,employmenttype-00288,seniority-00288,photography|safety,2026-01-31T12:10:00Z,92,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00289,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00289,"Kalispell, MT",workplacetype-00289,employmenttype-00289,seniority-00289,safety|glacier,2026-01-17T12:06:00Z,334,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00290,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00290,"Kalispell, MT",workplacetype-00290,employmenttype-00290,seniority-00290,photography|family,2025-03-05T12:02:00Z,127,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00291,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00291,"Missoula, MT",workplacetype-00291,employmenttype-00291,seniority-00291,safety|glacier,2025-10-20T17:10:00Z,409,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00292,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00292,"West Glacier, MT",workplacetype-00292,employmenttype-00292,seniority-00292,photography|glacier,2025-08-29T20:15:00Z,407,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00293,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00293,"West Glacier, MT",workplacetype-00293,employmenttype-00293,seniority-00293,gear|backcountry,2025-07-22T23:41:00Z,217,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00294,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00294,"Kalispell, MT",workplacetype-00294,employmenttype-00294,seniority-00294,winter|glacier,2024-10-15T07:42:00Z,341,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00295,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00295,"West Glacier, MT",workplacetype-00295,employmenttype-00295,seniority-00295,photography|ranger,2026-05-07T17:39:00Z,138,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00296,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00296,"Kalispell, MT",workplacetype-00296,employmenttype-00296,seniority-00296,trail|backcountry,2026-11-04T02:16:00Z,486,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00297,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00297,"Missoula, MT",workplacetype-00297,employmenttype-00297,seniority-00297,backcountry|photography,2024-10-29T21:22:00Z,150,Post-season interpretive review — evening astronomy programs held attention.
jobs_00298,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00298,"Whitefish, MT",workplacetype-00298,employmenttype-00298,seniority-00298,trail|ranger,2025-05-31T01:35:00Z,296,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00299,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00299,"Bozeman, MT",workplacetype-00299,employmenttype-00299,seniority-00299,trail|family,2025-07-28T06:57:00Z,392,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00300,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00300,"Kalispell, MT",workplacetype-00300,employmenttype-00300,seniority-00300,gear|ranger,2024-12-26T15:15:00Z,419,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00301,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00301,"Kalispell, MT",workplacetype-00301,employmenttype-00301,seniority-00301,photography|interp,2025-02-21T07:26:00Z,190,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00302,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00302,"Kalispell, MT",workplacetype-00302,employmenttype-00302,seniority-00302,safety|ranger,2026-09-21T18:37:00Z,139,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00303,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00303,"Missoula, MT",workplacetype-00303,employmenttype-00303,seniority-00303,gear|family,2026-09-19T09:04:00Z,168,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00304,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00304,"Whitefish, MT",workplacetype-00304,employmenttype-00304,seniority-00304,ranger|interp,2026-09-17T17:04:00Z,360,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00305,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00305,"Kalispell, MT",workplacetype-00305,employmenttype-00305,seniority-00305,trail|ranger,2026-06-10T13:00:00Z,419,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00306,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00306,"Bozeman, MT",workplacetype-00306,employmenttype-00306,seniority-00306,backcountry|safety,2024-11-30T08:21:00Z,54,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00307,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00307,"Kalispell, MT",workplacetype-00307,employmenttype-00307,seniority-00307,glacier|ranger,2025-11-10T05:39:00Z,107,Post-season interpretive review — evening astronomy programs held attention.
jobs_00308,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00308,"Missoula, MT",workplacetype-00308,employmenttype-00308,seniority-00308,winter|interp,2026-06-20T04:53:00Z,61,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00309,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00309,"Missoula, MT",workplacetype-00309,employmenttype-00309,seniority-00309,ranger|trail,2026-11-14T13:30:00Z,430,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00310,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00310,"West Glacier, MT",workplacetype-00310,employmenttype-00310,seniority-00310,safety|ranger,2026-04-11T05:45:00Z,254,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00311,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00311,"Bozeman, MT",workplacetype-00311,employmenttype-00311,seniority-00311,winter|ranger,2026-09-04T20:07:00Z,319,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00312,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00312,"Bozeman, MT",workplacetype-00312,employmenttype-00312,seniority-00312,interp|trail,2024-09-17T19:17:00Z,308,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00313,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00313,"Kalispell, MT",workplacetype-00313,employmenttype-00313,seniority-00313,winter|interp,2025-11-27T07:17:00Z,93,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00314,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00314,"Kalispell, MT",workplacetype-00314,employmenttype-00314,seniority-00314,ranger|trail,2026-10-21T13:38:00Z,373,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00315,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00315,"Bozeman, MT",workplacetype-00315,employmenttype-00315,seniority-00315,family|photography,2024-09-06T00:57:00Z,32,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00316,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00316,"West Glacier, MT",workplacetype-00316,employmenttype-00316,seniority-00316,safety|photography,2026-04-16T22:24:00Z,359,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00317,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00317,"West Glacier, MT",workplacetype-00317,employmenttype-00317,seniority-00317,ranger|interp,2026-10-27T16:02:00Z,421,Post-season interpretive review — evening astronomy programs held attention.
jobs_00318,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00318,"Bozeman, MT",workplacetype-00318,employmenttype-00318,seniority-00318,photography|ranger,2025-12-06T01:33:00Z,256,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00319,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00319,"Kalispell, MT",workplacetype-00319,employmenttype-00319,seniority-00319,trail|ranger,2024-11-17T23:45:00Z,145,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
